year,quarter,cusip_no,has_listed_options,issuer_name,issuer_description,status,cusip_6,cusip_2,cusip_1,cusip_8,cusip_9
2017,1,05541T 10 1,*,BGC PARTNERS INC,CL A,,05541T,10,1,05541T10,05541T101
2017,1,481165 90 8,,JOY GLOBAL INC,CALL,,481165,90,8,48116590,481165908
2017,1,74347B 70 6,,PROSHARES TR,ST EMG MKT ETF,,74347B,70,6,74347B70,74347B706
2017,1,97717W 46 3,,WISDOMTREE TR,JAPAN HDG FINL,,97717W,46,3,97717W46,97717W463
2017,1,67103H 90 7,,O REILLY AUTOMOTIVE INC NEW,CALL,,67103H,90,7,67103H90,67103H907
2017,1,38147U 10 7,,GOLDMAN SACHS BDC INC,SHS,,38147U,10,7,38147U10,38147U107
2017,1,G67789 12 6,,ORIGO ACQUISITION CORP,SHS,,G67789,12,6,G6778912,G67789126
2017,1,57886P 10 3,*,MAZOR ROBOTICS LTD,SPONSORED ADS,,57886P,10,3,57886P10,57886P103
2017,1,068323 10 4,*,BARRACUDA NETWORKS INC,COM,,068323,10,4,06832310,068323104
2017,1,74347X 65 8,*,PROSHARES TR,SHT FTSE CHIN 50,,74347X,65,8,74347X65,74347X658
2017,1,74365A 95 1,,PROTALIX BIOTHERAPEUTICS INC,PUT,,74365A,95,1,74365A95,74365A951
2017,1,12508E 90 1,,CDK GLOBAL INC,CALL,,12508E,90,1,12508E90,12508E901
2017,1,33939L 76 1,,FLEXSHARES TR,CR SCD US BD,,33939L,76,1,33939L76,33939L761
2017,1,87407Q 20 7,,TAKUNG ART CO LTD,COM NEW,ADDED,87407Q,20,7,87407Q20,87407Q207
2017,1,212894 11 7,,CONYERS PK ACQUISITION,*W EXP 07/20/202,,212894,11,7,21289411,212894117
2017,1,30151E 50 9,,EXCHANGE LISTED FDS TR,GAVEKA KNW EMG,DELETED,30151E,50,9,30151E50,30151E509
2017,1,712704 10 5,*,PEOPLES UNITED FINANCIAL INC,COM,,712704,10,5,71270410,712704105
2017,1,464288 90 1,,ISHARES TR,CALL,,464288,90,1,46428890,464288901
2017,1,461148 90 8,,INTEVAC INC,CALL,,461148,90,8,46114890,461148908
2017,1,464289 95 9,,ISHARES,PUT,,464289,95,9,46428995,464289959
2017,1,37950E 90 9,,GLOBAL X FDS,CALL,,37950E,90,9,37950E90,37950E909
2017,1,379577 20 8,*,GLOBUS MED INC,CL A,,379577,20,8,37957720,379577208
2017,1,811699 90 7,,SEACHANGE INTL INC,CALL,,811699,90,7,81169990,811699907
2017,1,85711T 95 5,,STATE NATL COS INC,PUT,,85711T,95,5,85711T95,85711T955
2017,1,26922A 87 5,,ETF SER SOLUTIONS,DMND HILL VAL,,26922A,87,5,26922A87,26922A875
2017,1,008474 90 8,,AGNICO EAGLE MINES LTD,CALL,,008474,90,8,00847490,008474908
2017,1,18383M 90 8,,CLAYMORE EXCHANGE TRD FD TR,CALL,,18383M,90,8,18383M90,18383M908
2017,1,26817Q 50 6,*,DYNEX CAP INC,COM NEW,,26817Q,50,6,26817Q50,26817Q506
2017,1,97717X 54 5,,WISDOMTREE TR,GLB EX US HDG,,97717X,54,5,97717X54,97717X545
2017,1,12768T 10 3,*,CAESARS ACQUISITION CO,CL A,,12768T,10,3,12768T10,12768T103
