year,quarter,cusip_no,has_listed_options,issuer_name,issuer_description,status,cusip_6,cusip_2,cusip_1,cusip_8,cusip_9
2018,1,28226B 95 4,,EGALET CORP,PUT,,28226B,95,4,28226B95,28226B954
2018,1,03062T 10 5,*,AMERICAS CAR MART INC,COM,,03062T,10,5,03062T10,03062T105
2018,1,464287 90 0,,ISHARES TR,CALL,,464287,90,0,46428790,464287900
2018,1,000361 90 5,,AAR CORP,CALL,,361,90,5,36190,361905
2018,1,74348A 70 7,,PROSHARES TR,ULTRA HIGH YLD,,74348A,70,7,74348A70,74348A707
2018,1,86562M 95 9,,SUMITOMO MITSUI FINL GROUP I,PUT,,86562M,95,9,86562M95,86562M959
2018,1,87724P 10 6,*,TAYLOR MORRISON HOME CORP,CL A,,87724P,10,6,87724P10,87724P106
2018,1,252784 90 1,,DIAMONDROCK HOSPITALITY CO,CALL,,252784,90,1,25278490,252784901
2018,1,73935S 90 5,,POWERSHARES DB CMDTY IDX TRA,CALL,,73935S,90,5,73935S90,73935S905
2018,1,75903M 90 1,,REGIONAL HEALTH PPTYS INC,CALL,,75903M,90,1,75903M90,75903M901
2018,1,700666 90 0,,PARK OHIO HLDGS CORP,CALL,,700666,90,0,70066690,700666900
2018,1,97717X 86 7,*,WISDOMTREE TR,EM LCL DEBT FD,,97717X,86,7,97717X86,97717X867
2018,1,88362T 90 3,,THERMON GROUP HLDGS INC,CALL,,88362T,90,3,88362T90,88362T903
2018,1,315293 90 0,,FERRELLGAS PARTNERS L.P.,CALL,,315293,90,0,31529390,315293900
2018,1,16936R 90 5,,CHINA AUTOMOTIVE SYS INC,CALL,,16936R,90,5,16936R90,16936R905
2018,1,92276F 90 0,,VENTAS INC,CALL,,92276F,90,0,92276F90,92276F900
2018,1,114340 10 2,*,BROOKS AUTOMATION INC,COM,,114340,10,2,11434010,114340102
2018,1,777780 10 7,*,ROSETTA STONE INC,COM,,777780,10,7,77778010,777780107
2018,1,80013R 20 6,*,SANDSTORM GOLD LTD,COM NEW,,80013R,20,6,80013R20,80013R206
2018,1,002474 95 4,,AZZ INC,PUT,,2474,95,4,247495,2474954
2018,1,563420 95 8,,MANITEX INTL INC,PUT,,563420,95,8,56342095,563420958
2018,1,049560 95 5,,ATMOS ENERGY CORP,PUT,,49560,95,5,4956095,49560955
2018,1,682680 90 3,,ONEOK INC NEW,CALL,,682680,90,3,68268090,682680903
2018,1,861012 90 2,,STMICROELECTRONICS N V,CALL,,861012,90,2,86101290,861012902
2018,1,225447 10 1,*,CREE INC,COM,,225447,10,1,22544710,225447101
2018,1,816851 90 9,,SEMPRA ENERGY,CALL,,816851,90,9,81685190,816851909
2018,1,16951E 90 4,,CHINA ZENIX AUTO INTL LTD,CALL,,16951E,90,4,1.70E+94,16951E904
2018,1,46429B 95 9,,ISHARES TR,PUT,,46429B,95,9,46429B95,46429B959
2018,1,19421R 95 0,,COLLECTORS UNIVERSE INC,PUT,,19421R,95,0,19421R95,19421R950
2018,1,030111 95 7,,AMERICAN SUPERCONDUCTOR CORP,PUT,,30111,95,7,3011195,30111957
2018,1,42222N 90 3,,HEALTHSTREAM INC,CALL,,42222N,90,3,42222N90,42222N903
2018,1,171871 90 2,,CINCINNATI BELL INC NEW,CALL,,171871,90,2,17187190,171871902
2018,1,109696 95 4,,BRINKS CO,PUT,,109696,95,4,10969695,109696954
2018,1,32051X 90 8,,FIRST HAWAIIAN INC,CALL,,32051X,90,8,32051X90,32051X908
2018,1,78573L 90 6,,SABRA HEALTH CARE REIT INC,CALL,,78573L,90,6,78573L90,78573L906
2018,1,25154H 56 6,,DEUTSCHE BK AG LDN BRH,DB AGRIC DBL SHT,,25154H,56,6,25154H56,25154H566
2018,1,11161T 95 7,,BROADWIND ENERGY INC,PUT,,11161T,95,7,11161T95,11161T957
2018,1,294821 60 8,*,ERICSSON,ADR B SEK 10,,294821,60,8,29482160,294821608
2018,1,G84720 95 4,,STERIS PLC,PUT,,G84720,95,4,G8472095,G84720954
2018,1,65487X 90 2,,NOAH HLDGS LTD,CALL,,65487X,90,2,65487X90,65487X902
2018,1,718549 95 7,,PHILLIPS 66 PARTNERS LP,PUT,,718549,95,7,71854995,718549957
2018,1,143658 30 0,*,CARNIVAL CORP,UNIT 99/99/9999,,143658,30,0,14365830,143658300
2018,1,31787A 90 7,,FINISAR CORP,CALL,,31787A,90,7,31787A90,31787A907
2018,1,89417E 90 9,,TRAVELERS COMPANIES INC,CALL,,89417E,90,9,8.94E+94,89417E909
