year,quarter,cusip_no,has_listed_options,issuer_name,issuer_description,status,cusip_6,cusip_2,cusip_1,cusip_8,cusip_9
2017,3,950810 90 1,,WESBANCO INC,CALL,,950810,90,1,95081090,950810901
2017,3,58471A 95 5,,MEDIDATA SOLUTIONS INC,PUT,,58471A,95,5,58471A95,58471A955
2017,3,30212P 30 3,*,EXPEDIA INC DEL,COM NEW,,30212P,30,3,30212P30,30212P303
2017,3,316092 40 2,*,FIDELITY,MSCI ENERGY IDX,,316092,40,2,31609240,316092402
2017,3,004468 90 4,,ACHIEVE LIFE SCIENCE INC,CALL,ADDED,004468,90,4,00446890,004468904
2017,3,897871 10 9,,TRUETT-HURST INC,CL A,,897871,10,9,89787110,897871109
2017,3,156700 90 6,,CENTURYLINK INC,CALL,,156700,90,6,15670090,156700906
2017,3,874697 10 5,*,TALLGRASS ENERGY PARTNERS LP,COM UNIT,,874697,10,5,87469710,874697105
2017,3,32022K 90 2,,FIRST FINANCIAL NORTHWEST IN,CALL,,32022K,90,2,32022K90,32022K902
2017,3,18383M 65 4,,CLAYMORE EXCHANGE TRD FD TR,GUGG ULTR SH DUR,,18383M,65,4,18383M65,18383M654
2017,3,318672 90 6,,FIRST BANCORP P R,CALL,,318672,90,6,31867290,318672906
2017,3,169373 10 7,*,CHINA FD INC,COM,,169373,10,7,16937310,169373107
2017,3,887399 10 3,*,TIMKENSTEEL CORP,COM,,887399,10,3,88739910,887399103
2017,3,887317 90 3,,TIME WARNER INC,CALL,,887317,90,3,88731790,887317903
2017,3,78440P 10 8,*,SK TELECOM LTD,SPONSORED ADR,,78440P,10,8,78440P10,78440P108
2017,3,199908 90 4,,COMFORT SYS USA INC,CALL,,199908,90,4,19990890,199908904
2017,3,139674 10 5,,CAPITAL CITY BK GROUP INC,COM,,139674,10,5,13967410,139674105
2017,3,530158 10 4,,LIBERTY ALL STAR EQUITY FD,SH BEN INT,,530158,10,4,53015810,530158104
2017,3,93964W 95 8,,WASHINGTON PRIME GROUP NEW,PUT,,93964W,95,8,93964W95,93964W958
2017,3,36116M 10 6,*,FUTUREFUEL CORPORATION,COM,,36116M,10,6,36116M10,36116M106
2017,3,68232V 90 6,,ONCONOVA THERAPEUTICS INC,CALL,,68232V,90,6,68232V90,68232V906
2017,3,032511 90 7,,ANADARKO PETE CORP,CALL,,032511,90,7,03251190,032511907
2017,3,464287 90 0,,ISHARES TR,CALL,,464287,90,0,46428790,464287900
2017,3,78463X 95 8,,SPDR INDEX SHS FDS,PUT,DELETED,78463X,95,8,78463X95,78463X958
2017,3,464287 17 6,*,ISHARES TR,TIPS BD ETF,,464287,17,6,46428717,464287176
2017,3,254709 95 8,,DISCOVER FINL SVCS,PUT,,254709,95,8,25470995,254709958
2017,3,827048 95 9,,SILGAN HOLDINGS INC,PUT,,827048,95,9,82704895,827048959
2017,3,04269X 95 5,,ARRAY BIOPHARMA INC,PUT,,04269X,95,5,04269X95,04269X955
2017,3,573331 95 5,,MARTIN MIDSTREAM PRTNRS L P,PUT,,573331,95,5,57333195,573331955
2017,3,806037 95 7,,SCANSOURCE INC,PUT,,806037,95,7,80603795,806037957
2017,3,37950E 90 9,,GLOBAL X FDS,CALL,,37950E,90,9,37950E90,37950E909
2017,3,01864U 10 6,,ALLIANCEBERNSTEIN NATL MUNI,COM,,01864U,10,6,01864U10,01864U106
2017,3,046220 95 9,,ASTA FDG INC,PUT,,046220,95,9,04622095,046220959
2017,3,464287 95 1,,ISHARES TR,PUT,,464287,95,1,46428795,464287951
2017,3,464288 84 4,*,ISHARES TR,US OIL EQ&SV ETF,,464288,84,4,46428884,464288844
2017,3,48138L 10 7,*,JUMEI INTL HLDG LTD,SPONSORED ADR,,48138L,10,7,48138L10,48138L107
2017,3,88104R 90 0,,TERRAFORM PWR INC,CALL,,88104R,90,0,88104R90,88104R900
2017,3,31983A 90 3,,FIRST CMNTY BANCSHARES INC N,CALL,,31983A,90,3,31983A90,31983A903
2017,3,126349 10 9,*,CSG SYS INTL INC,COM,,126349,10,9,12634910,126349109
2017,3,72201R 88 2,*,PIMCO ETF TR,25YR+ ZERO U S,,72201R,88,2,72201R88,72201R882
2017,3,22542D 44 9,,CREDIT SUISSE NASSAU BRH,X LINK SILVER SH,,22542D,44,9,22542D44,22542D449
2017,3,78467J 10 0,*,SS&C TECHNOLOGIES HLDGS INC,COM,,78467J,10,0,78467J10,78467J100
2017,3,70156Q 95 7,,PARKWAY INC,PUT,,70156Q,95,7,70156Q95,70156Q957
2017,3,92857W 95 8,,VODAFONE GROUP PLC NEW,PUT,,92857W,95,8,92857W95,92857W958
2017,3,961765 90 4,,WESTWOOD HLDGS GROUP INC,CALL,,961765,90,4,96176590,961765904
2017,3,25490K 38 0,,DIREXION SHS ETF TR,DAILY SP BIOTECH,DELETED,25490K,38,0,25490K38,25490K380
2017,3,294821 90 8,,ERICSSON,CALL,,294821,90,8,29482190,294821908
2017,3,02208R 10 6,*,ALTRA INDL MOTION CORP,COM,,02208R,10,6,02208R10,02208R106
2017,3,093671 90 5,,BLOCK H & R INC,CALL,,093671,90,5,09367190,093671905
2017,3,23317H 95 2,,DDR CORP,PUT,,23317H,95,2,23317H95,23317H952
2017,3,156504 95 0,,CENTURY CMNTYS INC,PUT,,156504,95,0,15650495,156504950
2017,3,16383L 95 6,,CHEMOCENTRYX INC,PUT,,16383L,95,6,16383L95,16383L956
2017,3,359694 95 6,,FULLER H B CO,PUT,,359694,95,6,35969495,359694956
2017,3,27828T 10 9,,EATON VANCE N Y MUN BD FD II,COM,,27828T,10,9,27828T10,27828T109
2017,3,03076C 10 6,*,AMERIPRISE FINL INC,COM,,03076C,10,6,03076C10,03076C106
2017,3,60765P 11 1,,MODERN MEDIA ACQUISITION,*W EXP 05/17/202,,60765P,11,1,60765P11,60765P111
2017,3,92672L 90 7,,VIEWRAY INC,CALL,,92672L,90,7,92672L90,92672L907
2017,3,393657 10 1,*,GREENBRIER COS INC,COM,,393657,10,1,39365710,393657101
2017,3,M52523 10 3,,G WILLI FOOD INTL LTD,ORD,,M52523,10,3,M5252310,M52523103
2017,3,33939L 88 6,,FLEXSHARES TR,READY ACC VARI,,33939L,88,6,33939L88,33939L886
2017,3,73935X 40 1,*,POWERSHARES ETF TRUST,GOLDEN DRG CHINA,,73935X,40,1,73935X40,73935X401
2017,3,25389M 90 7,,DIGITALGLOBE INC,CALL,,25389M,90,7,25389M90,25389M907
2017,3,73936T 90 5,,POWERSHARES ETF TR II,CALL,,73936T,90,5,73936T90,73936T905
2017,3,96108P 90 3,,WESTMORELAND RESOURCE PARTNE,CALL,,96108P,90,3,96108P90,96108P903
2017,3,Y3262R 90 0,,HOEGH LNG PARTNERS LP,CALL,,Y3262R,90,0,Y3262R90,Y3262R900
2017,3,78464A 95 3,,SPDR SERIES TRUST,PUT,,78464A,95,3,78464A95,78464A953
2017,3,856190 90 3,,STATE BK FINL CORP,CALL,,856190,90,3,85619090,856190903
2017,3,55276F 10 7,*,MCBC HLDGS INC,COM,,55276F,10,7,55276F10,55276F107
2017,3,89628W 40 1,,TRIMTABS ETF TR,ALL CAP INTL,,89628W,40,1,89628W40,89628W401
2017,3,Y75638 95 9,,SEASPAN CORP,PUT,,Y75638,95,9,Y7563895,Y75638959
2017,3,37890U 10 8,*,GLOBAL BLOOD THERAPEUTICS IN,COM,,37890U,10,8,37890U10,37890U108
2017,3,277276 10 1,*,EASTGROUP PPTY INC,COM,,277276,10,1,27727610,277276101
2017,3,40053C 90 5,,GRUPO FINANCIERO SANTANDER M,CALL,,40053C,90,5,40053C90,40053C905
2017,3,961765 10 4,*,WESTWOOD HLDGS GROUP INC,COM,,961765,10,4,96176510,961765104
2017,3,096627 95 4,,BOARDWALK PIPELINE PARTNERS,PUT,,096627,95,4,09662795,096627954
2017,3,902681 90 5,,UGI CORP NEW,CALL,,902681,90,5,90268190,902681905
2017,3,037612 95 6,,APOLLO GLOBAL MGMT LLC,PUT,,037612,95,6,03761295,037612956
2017,3,26922A 84 2,*,ETF SER SOLUTIONS,US GLB JETS,,26922A,84,2,26922A84,26922A842
2017,3,33734X 95 2,,FIRST TR EXCHANGE TRADED FD,PUT,,33734X,95,2,33734X95,33734X952
2017,3,439038 90 0,,HOOKER FURNITURE CORP,CALL,,439038,90,0,43903890,439038900
2017,3,45174L 10 8,*,IKANG HEALTHCARE GROUP INC,SPONSORED ADR,,45174L,10,8,45174L10,45174L108
2017,3,400110 95 2,,GRUBHUB INC,PUT,,400110,95,2,40011095,400110952
2017,3,65249B 95 9,,NEWS CORP NEW,PUT,,65249B,95,9,65249B95,65249B959
2017,3,115637 90 0,,BROWN FORMAN CORP,CALL,,115637,90,0,11563790,115637900
2017,3,G65773 10 6,*,NORDIC AMERICAN TANKERS LIMI,COM,,G65773,10,6,G6577310,G65773106
2017,3,47804J 10 7,,JOHN HANCOCK EXCHANGE TRADED,MLTFCTR LRG CAP,,47804J,10,7,47804J10,47804J107
2017,3,746909 10 0,,PUTNAM MASTER INTER INCOME T,SH BEN INT,,746909,10,0,74690910,746909100
2017,3,74876Y 10 1,*,QUINTILES IMS HOLDINGS INC,COM,,74876Y,10,1,74876Y10,74876Y101
2017,3,013872 10 6,*,ALCOA CORP,COM,,013872,10,6,01387210,013872106
2017,3,726503 95 5,,PLAINS ALL AMERN PIPELINE L,PUT,,726503,95,5,72650395,726503955
2017,3,816645 20 4,,SEMILEDS CORP,COM NEW,,816645,20,4,81664520,816645204
2017,3,15118V 20 7,,CELSIUS HOLDINGS INC,COM NEW,,15118V,20,7,15118V20,15118V207
2017,3,G57279 90 4,,LUXOFT HLDG INC,CALL,,G57279,90,4,G5727990,G57279904
2017,3,163075 10 4,*,CHEETAH MOBILE INC,ADR,,163075,10,4,16307510,163075104
2017,3,847788 10 6,*,SPEEDWAY MOTORSPORTS INC,COM,,847788,10,6,84778810,847788106
2017,3,31428X 10 6,*,FEDEX CORP,COM,,31428X,10,6,31428X10,31428X106
2017,3,337345 90 2,,FIRST TR NASDAQ100 TECH INDE,CALL,,337345,90,2,33734590,337345902
2017,3,19243A 10 4,*,COGENTIX MED INC,COM,,19243A,10,4,19243A10,19243A104
2017,3,090931 10 6,,BIOSPECIFICS TECHNOLOGIES CO,COM,,090931,10,6,09093110,090931106
2017,3,73935X 95 5,,POWERSHARES ETF TRUST,PUT,,73935X,95,5,73935X95,73935X955
